sample,index,http://igem.org/engineering/test_execution/ActivityEdgeFlow230/LiteralIdentified1/Dataset1/SampleData1,excitationWavelength,emissionWavelength,emissionBandpassWidth,fluoroscein (uM),sulforhodamine (uM),cascade blue (uM),NanoCym beads (1/mL),double distilled water (uL),PBS (uL),http://igem.org/engineering/test_execution/ActivityEdgeFlow233/LiteralIdentified1/Dataset1/SampleData1,http://igem.org/engineering/test_execution/ActivityEdgeFlow236/LiteralIdentified1/Dataset1/SampleData1,http://igem.org/engineering/test_execution/ActivityEdgeFlow239/LiteralIdentified1/Dataset1/SampleData1,wavelength
A1,A11,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0048828125,0.0,0.0,0.0,0,200,,,,
A1,A12,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,0,200,,,,
A1,B1,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,5.0,0.0,0.0,0.0,0,200,,,,
A1,B2,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,2.5,0.0,0.0,0.0,0,200,,,,
A1,B3,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,1.25,0.0,0.0,0.0,0,200,,,,
A1,B4,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.625,0.0,0.0,0.0,0,200,,,,
A1,B5,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.3125,0.0,0.0,0.0,0,200,,,,
A1,B6,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.15625,0.0,0.0,0.0,0,200,,,,
A1,B7,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.078125,0.0,0.0,0.0,0,200,,,,
A1,B8,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0390625,0.0,0.0,0.0,0,200,,,,
A1,B9,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.01953125,0.0,0.0,0.0,0,200,,,,
A1,B10,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.009765625,0.0,0.0,0.0,0,200,,,,
A1,B11,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0048828125,0.0,0.0,0.0,0,200,,,,
A1,B12,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,0,200,,,,
A1,C1,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,1.0,0.0,0.0,0,200,,,,
A1,C2,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.5,0.0,0.0,0,200,,,,
A1,C3,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.25,0.0,0.0,0,200,,,,
A1,C4,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.125,0.0,0.0,0,200,,,,
A1,C5,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0625,0.0,0.0,0,200,,,,
A1,C6,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.03125,0.0,0.0,0,200,,,,
A1,C7,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.015625,0.0,0.0,0,200,,,,
A1,C8,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0078125,0.0,0.0,0,200,,,,
A1,C9,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.00390625,0.0,0.0,0,200,,,,
A1,C10,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.001953125,0.0,0.0,0,200,,,,
A1,C11,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0009765625,0.0,0.0,0,200,,,,
A1,C12,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,0,200,,,,
A1,D1,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,1.0,0.0,0.0,0,200,,,,
A1,D2,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.5,0.0,0.0,0,200,,,,
A1,D3,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.25,0.0,0.0,0,200,,,,
A1,D4,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.125,0.0,0.0,0,200,,,,
A1,D5,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0625,0.0,0.0,0,200,,,,
A1,D6,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.03125,0.0,0.0,0,200,,,,
A1,D7,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.015625,0.0,0.0,0,200,,,,
A1,D8,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0078125,0.0,0.0,0,200,,,,
A1,D9,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.00390625,0.0,0.0,0,200,,,,
A1,D10,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.001953125,0.0,0.0,0,200,,,,
A1,D11,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0009765625,0.0,0.0,0,200,,,,
A1,D12,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,0,200,,,,
A1,E1,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,5.0,0.0,200,0,,,,
A1,E2,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,2.5,0.0,200,0,,,,
A1,E3,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,1.25,0.0,200,0,,,,
A1,E4,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.625,0.0,200,0,,,,
A1,E5,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.3125,0.0,200,0,,,,
A1,E6,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.15625,0.0,200,0,,,,
A1,E7,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.078125,0.0,200,0,,,,
A1,E8,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0390625,0.0,200,0,,,,
A1,E9,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.01953125,0.0,200,0,,,,
A1,E10,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.009765625,0.0,200,0,,,,
A1,E11,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0048828125,0.0,200,0,,,,
A1,E12,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,200,0,,,,
A1,F1,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,5.0,0.0,200,0,,,,
A1,F2,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,2.5,0.0,200,0,,,,
A1,F3,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,1.25,0.0,200,0,,,,
A1,F4,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.625,0.0,200,0,,,,
A1,F5,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.3125,0.0,200,0,,,,
A1,F6,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.15625,0.0,200,0,,,,
A1,F7,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.078125,0.0,200,0,,,,
A1,F8,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0390625,0.0,200,0,,,,
A1,F9,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.01953125,0.0,200,0,,,,
A1,F10,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.009765625,0.0,200,0,,,,
A1,F11,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0048828125,0.0,200,0,,,,
A1,F12,0.7908253169647832,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,200,0,,,,
